Index,Age,SES,PA,Protein,Sodium,Fat,Energy,BMI,Gender,Year,Age1,Age2,Age3
4669,51,1.56843,3669.03,100.0574,4.950036,232.9097,3648.159,20.06608,1,2016,51,2601,132651
4670,66,-1.13237,1448.212,215.0008,5.778322,279.0522,6342.305,25.4808,1,2016,66,4356,287496
4671,55,0.7598587,553.1946,146.5203,4.025639,201.7804,4413.577,29.34865,1,2016,55,3025,166375
4672,32,-0.2102011,8076.138,72.52664,3.020921,80.28843,2367.253,22.84574,1,2017,32,1024,32768
4673,87,-0.82016,400,99.4063,3.338699,143.5799,3127.629,24.09241,1,2017,87,7569,658503
4674,71,-0.492815,806.8815,142.5416,3.67986,242.8916,5475.394,32.15479,1,2016,71,5041,357911
4675,36,0.769994,2302.145,76.71596,3.213201,116.3643,3190.39,25.9957,1,2017,36,1296,46656
4676,77,0.2094843,400,61.88939,2.042792,219.6947,3545.439,27.57572,1,2017,77,5929,456533
4677,82,1.388057,400,135.4112,3.110491,201.3549,4119.015,27.44911,1,2016,82,6724,551368
4678,71,0.6583829,400,101.1212,3.401943,145.2922,4621.937,39.3545,1,2016,71,5041,357911
4679,75,-1.409585,400,155.537,4.133643,268.6396,4959.411,29.23499,1,2017,75,5625,421875
4680,51,1.51097,400,111.7022,3.406569,122.1859,3802.583,32.44174,1,2016,51,2601,132651
4681,45,-0.3190926,701.1163,156.1588,6.365511,279.5016,6609.495,39.48165,1,2016,45,2025,91125
4682,78,0.1170943,400,108.923,1.996689,102.7825,2013.665,22.56452,1,2016,78,6084,474552
4683,58,1.077112,1782.04,136.5278,2.807683,112.6282,3517.749,34.015,1,2016,58,3364,195112
4684,73,-0.3501323,400,115.5163,3.608023,140.601,5397.047,39.29699,1,2016,73,5329,389017
4685,73,0.1389204,400,121.1608,3.619677,85.29998,2913.645,28.55357,1,2016,73,5329,389017
4686,52,-1.037229,400,86.21634,3.34038,177.9046,3950.281,30.73376,1,2016,52,2704,140608
4687,49,0.5448405,2555.848,125.1999,3.665322,192.9408,4540.893,29.05737,1,2016,49,2401,117649
4688,69,1.141062,400,47.24538,1.335406,49.9125,1794.392,29.49842,1,2016,69,4761,328509
4689,31,-1.618791,8374.399,158.1779,4.156914,238.6268,3572.977,20.03901,1,2016,31,961,29791
4690,29,0.04340596,3499.595,111.7022,3.803406,160.2386,3738.856,23.92494,1,2016,29,841,24389
4691,59,1.200835,400,148.4555,6.752688,234.1098,6458.62,47.2484,1,2016,59,3481,205379
4692,20,0.05250655,9600.336,232.4593,6.339099,386.9345,7522.496,25.81156,1,2017,20,400,8000
4693,29,0.445771,2700.261,116.1134,2.933072,151.6682,3422.845,24.79323,1,2016,29,841,24389
4694,49,-0.1296012,2954.195,106.9462,3.402608,258.5099,2969.055,18.63525,1,2017,49,2401,117649
4695,75,-0.07619845,400,54.98219,1.994124,110.6429,2275.856,26.60414,1,2017,75,5625,421875
4696,34,0.01193024,6472.697,174.6215,5.442535,196.8344,4531.773,24.04181,1,2017,34,1156,39304
4697,65,0.4178998,2604.357,124.1458,3.951269,122.1238,3283.928,29.08288,1,2016,65,4225,274625
4698,51,-1.350979,483.1167,110.6156,4.393176,142.3445,3189.495,26.28413,1,2017,51,2601,132651
4699,63,1.245106,400,107.347,4.849584,216.8873,4235.778,32.54675,1,2017,63,3969,250047
4700,72,-0.6020308,400,97.36704,3.780453,199.7922,5201.252,36.15671,1,2017,72,5184,373248
4701,65,1.529548,400,151.7036,3.544311,189.7304,4081.87,23.8141,1,2017,65,4225,274625
4702,73,0.09680691,400,149.0803,5.564266,252.7941,4807.71,26.0914,1,2016,73,5329,389017
4703,34,0.9087696,1211.489,169.1253,3.438528,214.3781,5901.674,46.69278,1,2017,34,1156,39304
4704,72,-0.6433646,3089.535,180.7293,6.27685,223.4837,4693.143,27.7673,1,2016,72,5184,373248
4705,58,-0.7520414,1742.237,157.8196,3.085775,129.2761,2954.281,21.67367,1,2017,58,3364,195112
4706,59,-0.3403913,2583.218,172.5076,5.863581,256.0832,5123.298,22.697,1,2016,59,3481,205379
4707,21,-1.329539,8514.869,161.8272,9.053935,397.4183,6624.944,28.86833,1,2016,21,441,9261
4708,46,-0.02157337,7539.926,193.2426,5.601868,252.6518,5397.047,28.3177,1,2016,46,2116,97336
4709,74,0.8738726,400,100.8845,2.208675,61.67584,1997.506,26.13959,1,2016,74,5476,405224
4710,75,-1.681499,1382.687,69.30036,2.27124,176.5298,3903.581,26.92472,1,2017,75,5625,421875
4711,66,-0.5106887,461.6325,115.3859,3.810447,214.3781,4783.303,25.99517,1,2017,66,4356,287496
4712,37,0.8230922,400,189.5782,6.224066,252.8658,6362.145,33.83299,1,2017,37,1369,50653
4713,58,0.8294974,592.468,155.9143,5.85008,245.8234,6172.914,34.07035,1,2017,58,3364,195112
4714,23,-0.5999033,9814.316,60.9612,1.480429,51.70477,1963.958,21.01029,1,2016,23,529,12167
4715,29,0.9854075,703.6324,155.2766,4.443287,127.9814,3292.656,20.78886,1,2017,29,841,24389
4716,59,-0.3603633,400,114.9416,3.481911,181.8278,3592.966,29.29353,1,2017,59,3481,205379
4717,20,0.1037493,9936.675,152.7477,5.039557,257.4194,5759.069,26.22834,1,2016,20,400,8000
4718,55,0.206392,3816.442,175.5958,3.780453,315.6483,5147.077,21.8167,1,2017,55,3025,166375
4719,62,2.931431,400,144.7104,4.981756,192.9408,4505.737,29.18951,1,2016,62,3844,238328
4720,62,-0.2626789,400.4569,188.6505,3.189702,244.1922,4495.653,22.69817,1,2017,62,3844,238328
4721,51,-0.8416075,1145.888,124.9263,4.508255,143.2736,2962.029,26.73642,1,2017,51,2601,132651
4722,33,1.314526,3630.891,72.47144,1.759946,91.81969,2136,28.002,1,2017,33,1089,35937
4723,66,-0.2457973,1812.504,73.43704,2.451075,72.67856,2284.537,27.05716,1,2016,66,4356,287496
4724,67,-0.2815145,400,187.2977,3.860393,240.5094,5022.462,26.6804,1,2017,67,4489,300763
4725,76,0.2219776,400,114.6036,3.670345,198.0401,4364.204,30.25468,1,2017,76,5776,438976
4726,65,-0.3276951,1031.317,48.55351,2.092282,71.88073,1590.074,24.58431,1,2016,65,4225,274625
4727,48,-0.2120506,2211.813,169.0653,4.246706,152.764,4400.171,29.1966,1,2016,48,2304,110592
4728,29,1.16428,5631.672,163.9074,5.442535,326.722,6391.377,24.60685,1,2017,29,841,24389
4729,66,-1.362079,400,148.0591,5.548416,270.4897,5387.006,33.7214,1,2016,66,4356,287496
4730,49,0.1808844,2597.995,130.9452,3.464657,206.8281,4606.403,29.6082,1,2017,49,2401,117649
4731,78,1.377503,400,147.2029,4.791407,160.9075,4829.215,32.70813,1,2016,78,6084,474552
4732,79,0.2024829,400,155.2176,4.369867,356.66,6172.914,31.45004,1,2017,79,6241,493039
4733,63,-0.6272149,586.7827,105.349,3.197087,190.1615,4067.69,29.37132,1,2016,63,3969,250047
4734,54,-0.0215217,3296.254,222.3974,3.939504,237.3772,5458.77,21.91005,1,2016,54,2916,157464
4735,74,1.51768,400,71.6793,1.882869,76.47454,2163.452,26.65793,1,2017,74,5476,405224
4736,51,0.7806129,1824.067,91.06522,2.081646,90.5686,2275.856,24.96847,1,2017,51,2601,132651
4737,27,-2.06884,3923.539,187.6661,4.453099,185.4991,5166.316,29.61757,1,2017,27,729,19683
4738,70,0.5856523,3040.512,52.75076,2.253393,90.53224,2190.109,26.14228,1,2017,70,4900,343000
4739,26,-2.939495,8773.922,195.7302,6.712815,304.2502,6609.495,28.01428,1,2016,26,676,17576
4740,57,-0.06831788,2285.858,65.64192,3.665322,149.0599,2732.601,23.91007,1,2017,57,3249,185193
4741,56,-0.4472674,1646.918,146.9183,3.49218,304.8685,4546.966,20.20398,1,2016,56,3136,175616
4742,57,-1.132773,541.9397,160.7427,5.168371,306.1397,6172.914,29.8497,1,2016,57,3249,185193
4743,71,1.703658,400,115.9526,3.601609,151.9231,2489.282,22.6803,1,2016,71,5041,357911
4744,79,-1.638006,400,148.0316,4.645242,156.5813,4444.851,38.95938,1,2017,79,6241,493039
4745,48,1.119701,1446.072,110.1537,3.899828,200.5614,5123.493,25.68928,1,2017,48,2304,110592
4746,59,-1.616126,2793.863,204.327,13.09043,382.9013,7756.099,23.82334,1,2017,59,3481,205379
4747,22,1.303427,3953.743,182.8313,6.282126,309.9753,7252.399,32.1692,1,2017,22,484,10648
4748,72,0.3801208,400,91.33836,4.756923,213.0874,4213.235,31.94822,1,2016,72,5184,373248
4749,35,-1.356749,3865.199,144.2306,4.732694,247.993,4915.565,27.06994,1,2016,35,1225,42875
4750,40,-0.5930071,3977.64,147.8445,3.909363,172.4827,4459.364,26.83295,1,2016,40,1600,64000
4751,59,1.181368,532.0616,86.80089,2.398738,91.17655,2541.703,27.96602,1,2017,59,3481,205379
4752,52,0.2283209,688.6439,116.4503,3.293743,99.50227,3029.909,22.86821,1,2017,52,2704,140608
4753,28,0.6606683,9199.536,136.4936,4.104861,132.82,4598.91,26.88405,1,2016,28,784,21952
4754,35,-0.7547287,3033.042,150.141,4.756083,229.4459,5013.203,30.39568,1,2016,35,1225,42875
4755,74,-1.494694,416.6616,117.2374,2.512009,158.0759,3182.784,27.87537,1,2016,74,5476,405224
4756,59,1.023915,3474.684,129.3162,4.113075,247.2503,5863.973,30.99435,1,2017,59,3481,205379
4757,30,-0.04428451,4717.776,124.7051,3.467439,184.8457,4938.978,27.82902,1,2017,30,900,27000
4758,33,-1.25478,3558.62,111.7865,3.676238,151.963,3023.152,24.11909,1,2016,33,1089,35937
4759,73,-1.765334,400,170.3522,5.517875,316.3497,4821.33,23.21608,1,2016,73,5329,389017
4760,34,-0.5399184,6045.851,181.2876,5.245438,231.4209,4770.067,20.58529,1,2016,34,1156,39304
4761,69,-0.09826658,400,108.5601,2.694486,195.9985,4213.235,31.80421,1,2016,69,4761,328509
4762,36,0.1341116,9459.559,146.8561,3.464258,110.0578,4298.424,28.77157,1,2016,36,1296,46656
4763,58,0.03225418,1062.576,127.2764,3.758713,149.1252,4344.878,31.91817,1,2017,58,3364,195112
4764,45,-0.9343131,1571.099,164.064,5.60215,247.012,6253.884,39.79715,1,2016,45,2025,91125
4765,50,-0.3280421,576.6668,88.15522,2.587292,113.7764,3040.141,22.27496,1,2016,50,2500,125000
4766,46,-1.39029,1265.337,150.8037,4.377102,244.1922,6029.802,29.3341,1,2016,46,2116,97336
4767,63,-0.03090841,400,62.58648,1.476725,159.9807,3383.082,33.80733,1,2016,63,3969,250047
4768,66,-0.7440324,601.542,124.1569,3.657396,218.3299,4444.842,26.22744,1,2017,66,4356,287496
4769,59,-0.6041585,3036.415,71.65821,1.564349,123.9365,2927.819,26.59491,1,2016,59,3481,205379
4770,39,0.5868766,450.3161,168.6039,5.055235,234.0241,4727.222,26.82908,1,2017,39,1521,59319
4771,70,-1.684287,400,44.45115,2.570237,92.34098,2417.169,35.23427,1,2016,70,4900,343000
4772,46,-0.4177813,4361.806,151.745,4.90408,198.893,4358.18,25.32929,1,2016,46,2116,97336
4773,36,1.636963,6717.797,163.8952,9.433679,381.458,7144.916,24.84089,1,2016,36,1296,46656
4774,79,0.1957516,400,97.16497,2.64727,99.93713,2284.537,24.1512,1,2017,79,6241,493039
4775,48,-0.3279405,5181.515,155.4865,4.871846,211.3423,3657.785,20.25616,1,2016,48,2304,110592
4776,50,0.3212889,500.9248,164.758,6.796351,228.766,4871.729,29.2458,1,2017,50,2500,125000
4777,42,0.3349454,3109.23,145.4955,5.968419,253.1531,4378.454,14.23861,1,2017,42,1764,74088
4778,60,0.03214944,400,125.2635,2.732201,121.9139,3553.74,31.61322,1,2017,60,3600,216000
4779,37,-0.9488575,4274.17,134.0602,5.442535,190.7071,4995.442,30.43899,1,2016,37,1369,50653
4780,65,1.709798,400,135.0451,3.028356,208.8038,4337.077,32.03229,1,2017,65,4225,274625
4781,22,1.412205,5096.739,99.7117,1.612819,129.2761,3428.128,25.77838,1,2016,22,484,10648
4782,65,-0.7715409,414.7402,96.42145,3.077539,158.7745,2438.153,21.24364,1,2016,65,4225,274625
4783,78,1.99635,400,119.9464,2.53281,201.7804,4064.373,28.13043,1,2017,78,6084,474552
4784,84,-1.923527,400,133.9811,4.178593,178.9706,4498.165,28.36594,1,2016,84,7056,592704
4785,32,-1.111235,5533.875,120.3631,4.93139,147.3286,3854.496,24.38074,1,2016,32,1024,32768
4786,23,-1.660233,4543.732,148.4555,3.620026,187.415,5656.267,34.06049,1,2017,23,529,12167
4787,76,-0.9467406,400,179.4268,3.220817,225.0172,5550.117,36.19837,1,2016,76,5776,438976
4788,20,1.270637,8354.907,158.2921,2.519903,202.015,4323.446,27.68645,1,2016,20,400,8000
4789,36,0.4909501,3902.807,179.4619,4.871336,256.6467,5288.128,27.16531,1,2017,36,1296,46656
4790,55,-0.7182606,400.0763,117.3918,1.672815,109.1468,2618.588,28.07277,1,2016,55,3025,166375
4791,67,1.690182,1278.631,98.57298,2.753036,185.4802,3628.486,22.16331,1,2016,67,4489,300763
4792,61,-0.5703245,2183.507,142.5495,2.474221,206.4698,4031.624,26.8943,1,2016,61,3721,226981
4793,31,-1.075417,8634.953,129.3842,4.810734,120.8128,3568.74,28.42052,1,2017,31,961,29791
4794,50,0.1503527,1293.225,189.7737,3.811532,292.714,6571.126,29.94024,1,2017,50,2500,125000
4795,62,-0.9931172,3009.662,104.3206,3.184833,138.6675,2743.358,21.27807,1,2016,62,3844,238328
4796,48,-0.3447034,714.8962,93.35081,1.678246,151.1884,2374.144,24.44107,1,2017,48,2304,110592
4797,81,-0.7758724,437.3785,117.9254,2.880921,177.5391,4765.791,27.87438,1,2016,81,6561,531441
4798,25,-0.5629626,4252.42,238.1937,10.61228,362.6136,8156.222,31.04963,1,2016,25,625,15625
4799,51,1.193874,2122.705,156.6492,4.978697,340.5589,6109.554,25.63635,1,2016,51,2601,132651
4800,30,0.6327524,3469.349,155.4293,5.772736,259.5974,4682.518,21.79401,1,2016,30,900,27000
4801,59,1.686355,1219.497,156.6716,6.035408,254.4502,5362.837,24.0598,1,2017,59,3481,205379
4802,75,0.7878842,400,138.6646,3.124737,303.161,7212.08,38.19632,1,2016,75,5625,421875
4803,23,1.691384,2883.073,150.5574,3.97576,266.8718,6188.186,34.25388,1,2017,23,529,12167
4804,63,-1.862669,400,137.2819,6.422984,256.3055,5044.154,29.06614,1,2016,63,3969,250047
4805,54,1.732362,2456.521,85.66892,1.112123,125.0842,1995.475,21.12992,1,2016,54,2916,157464
4806,66,-1.534455,400,62.12357,2.315535,54.38967,1707.51,29.27034,1,2016,66,4356,287496
4807,50,-0.08971664,400,160.9715,5.302502,227.6908,5325.351,29.48723,1,2016,50,2500,125000
4808,29,0.3718941,6524.057,169.4985,6.596272,244.3106,5901.546,27.29898,1,2017,29,841,24389
4809,30,-0.7363338,7148.628,150.141,4.257082,227.7992,5042.037,29.3091,1,2017,30,900,27000
4810,63,-0.2664731,400,106.8925,2.840582,181.2271,5763.428,34.65146,1,2017,63,3969,250047
4811,32,-0.4716353,2003.216,151.9882,3.66379,178.1172,4931.068,30.21082,1,2016,32,1024,32768
4812,46,0.2725259,8315.91,53.29417,2.195641,85.29998,1975.104,22.93726,1,2017,46,2116,97336
4813,29,0.2708648,8373.246,127.6953,2.018916,111.9685,1650.086,16.90716,1,2016,29,841,24389
4814,53,0.7161539,1168.762,234.0252,5.898343,381.666,5751.835,20.91293,1,2017,53,2809,148877
4815,25,0.8851661,4610.674,155.5503,4.09381,260.3283,5077.303,27.13264,1,2016,25,625,15625
4816,66,0.3282044,418.2435,117.6821,3.583419,165.7941,3834.559,26.89096,1,2016,66,4356,287496
4817,70,-0.7007417,400,129.8944,4.873294,200.3834,4956.221,28.66471,1,2017,70,4900,343000
4818,50,-0.9315274,738.5894,134.4903,3.858432,187.4472,4398.235,25.67737,1,2017,50,2500,125000
4819,61,-0.6396924,400,140.9682,4.905436,183.5893,4807.71,34.14544,1,2017,61,3721,226981
4820,68,-0.5883282,880.1446,168.5611,3.12509,141.2013,4102.805,28.84702,1,2016,68,4624,314432
4821,49,-0.02215796,2209.445,156.6492,2.785502,246.3763,3958.024,19.68107,1,2016,49,2401,117649
4822,57,-1.157809,1758.848,102.6864,3.811589,178.4874,4286.29,26.65325,1,2017,57,3249,185193
4823,56,-0.2616567,563.8448,119.16,5.277665,258.4704,5301.907,33.96444,1,2017,56,3136,175616
4824,77,2.095983,400,147.4567,4.605923,235.9354,4507.687,29.92779,1,2016,77,5929,456533
4825,38,0.6088641,5784.769,234.0252,7.721643,215.8399,5724.283,23.95747,1,2017,38,1444,54872
4826,44,1.002752,7296.497,124.0638,4.970175,156.3729,3040.141,20.2721,1,2017,44,1936,85184
4827,24,0.5633042,9823.225,101.0599,2.341293,104.6063,3193.643,27.68318,1,2017,24,576,13824
4828,31,1.061545,5259.42,155.6973,4.544727,256.0215,5571.392,25.96019,1,2017,31,961,29791
4829,29,1.780808,3486.109,187.2977,4.463615,161.056,4861.514,25.92178,1,2016,29,841,24389
4830,48,0.3225145,1199.25,97.48731,2.309274,139.0952,3460.03,25.69074,1,2017,48,2304,110592
4831,57,1.507392,1730.085,116.4503,5.008538,263.3396,5123.298,29.18554,1,2016,57,3249,185193
4832,75,-0.3207072,438.0062,123.2423,3.129576,190.1615,4259.606,27.79931,1,2016,75,5625,421875
4833,73,0.474041,400,158.7722,5.338792,204.0252,5438.982,31.60052,1,2016,73,5329,389017
4834,58,-0.8112082,400,155.537,6.295561,242.2369,5429.21,35.59711,1,2017,58,3364,195112
4835,45,0.792199,1490.774,168.28,2.602401,203.0445,5007.694,34.33739,1,2016,45,2025,91125
4836,67,0.4896182,1326.016,103.934,3.630124,141.475,3976.64,25.1095,1,2016,67,4489,300763
4837,61,-0.5248953,400,102.52,1.639589,143.0469,2962.861,25.48959,1,2017,61,3721,226981
4838,27,0.4148487,6173.138,141.7193,4.369783,207.9575,5166.348,33.2518,1,2016,27,729,19683
4839,66,0.3469574,419.7777,166.8314,5.530687,272.5386,5962.625,33.03587,1,2017,66,4356,287496
4840,68,0.4289374,400,94.11386,4.223274,136.9257,3757.099,29.69484,1,2016,68,4624,314432
4841,68,-0.8449084,796.1012,155.537,3.155859,195.6905,3418.892,23.88235,1,2017,68,4624,314432
4842,28,1.046369,9266.994,157.4979,3.604509,288.2866,6187.758,30.73372,1,2016,28,784,21952
4843,68,-1.432599,422.2605,127.0804,4.285105,141.9062,4683.844,31.17445,1,2016,68,4624,314432
4844,27,0.4258132,9005.576,195.7128,4.747199,300.8608,5531.223,24.57794,1,2016,27,729,19683
4845,90,-0.2356093,400,118.6176,5.014027,141.5363,3723.2,31.11088,1,2017,90,8100,729000
4846,71,-0.9870166,439.6926,107.2867,3.121563,167.0839,3388.74,28.20506,1,2016,71,5041,357911
4847,23,-0.9913313,8314.318,97.62667,2.078678,228.3264,3536.492,24.94682,1,2016,23,529,12167
4848,58,-0.1639474,1770.921,57.13174,1.15048,74.61481,2043.18,26.07864,1,2017,58,3364,195112
4849,33,-0.8513014,3265.485,185.346,5.174456,159.2309,5361.958,33.4996,1,2017,33,1089,35937
4850,56,1.554553,597.5963,106.3944,3.116276,146.1453,4163.386,29.9818,1,2016,56,3136,175616
4851,57,0.03900745,455.8116,138.6646,3.082518,187.9038,4106.542,27.5498,1,2017,57,3249,185193
4852,71,-0.2418057,3495.498,112.4294,3.106938,170.4584,3339.928,21.04516,1,2017,71,5041,357911
4853,34,0.4308801,4378.061,76.35252,3.260265,272.3018,5246.88,31.6331,1,2016,34,1156,39304
4854,57,-0.7315731,1689.401,169.3108,3.838021,212.7409,3701.224,20.77782,1,2017,57,3249,185193
4855,56,-0.008923751,400,149.4411,4.535696,300.8608,4807.572,28.74581,1,2016,56,3136,175616
4856,38,-0.2966087,8066.402,223.553,3.910082,286.9738,5708.073,24.26349,1,2017,38,1444,54872
4857,84,1.015692,400,123.2468,3.215144,132.8985,2803.144,27.76168,1,2016,84,7056,592704
4858,41,-1.435409,3843.769,102.4998,3.026234,179.0078,3424.131,23.3625,1,2016,41,1681,68921
4859,55,-0.03508865,568.5642,149.8384,4.020974,323.7328,6376.386,29.16145,1,2017,55,3025,166375
4860,34,-0.3080245,3284.291,87.31767,4.706263,153.4244,3550.308,26.66177,1,2017,34,1156,39304
4861,74,1.44209,400,161.8272,6.666215,359.0054,5530.857,24.97369,1,2016,74,5476,405224
4862,68,-1.223142,400,144.0378,5.795331,172.5092,4154.977,33.55295,1,2017,68,4624,314432
4863,31,0.0942844,8506.86,105.2075,4.022585,97.46977,2405.075,21.87233,1,2017,31,961,29791
4864,74,-0.9259949,613.1079,83.9151,2.098588,169.4365,3536.492,28.57533,1,2017,74,5476,405224
4865,42,-0.05696051,1243.625,127.3389,3.841646,250.1964,5448.684,33.01749,1,2016,42,1764,74088
4866,69,0.2676843,443.048,196.1931,7.335126,272.7632,6402.707,26.9444,1,2017,69,4761,328509
4867,44,-1.98686,575.1914,193.2426,10.41303,306.5601,4614.111,18.50781,1,2017,44,1936,85184
4868,48,0.1431226,818.2681,192.7627,5.262457,157.6137,4993.658,34.95578,1,2016,48,2304,110592
4869,30,0.8480618,1901.427,163.9042,4.569565,279.0522,5403.42,28.78681,1,2017,30,900,27000
4870,36,0.2312773,1901.135,106.4702,2.582891,182.4758,3562.977,27.85283,1,2017,36,1296,46656
4871,23,0.9998324,9381.694,175.8763,4.526441,244.9944,4549.509,19.69428,1,2017,23,529,12167
4872,73,0.5015059,400,129.7794,5.053676,184.8457,4295.672,26.91247,1,2017,73,5329,389017
4873,35,-0.02089485,1065.301,124.1037,3.982746,181.6517,4866.569,29.60947,1,2017,35,1225,42875
4874,40,-1.679793,3119.485,98.86628,2.122208,116.8133,2958.072,21.84817,1,2017,40,1600,64000
4875,69,-0.3014948,400,109.8474,2.249806,228.3434,3854.821,28.53957,1,2017,69,4761,328509
4876,68,-0.393118,1933.539,107.3508,4.283625,168.4564,3108.22,22.13821,1,2017,68,4624,314432
4877,65,-0.6171497,400,137.8375,4.527707,185.4991,3040.141,20.71853,1,2016,65,4225,274625
4878,70,-0.8371101,3425.177,240.3382,5.035423,314.565,6142.306,23.20969,1,2017,70,4900,343000
4879,31,-0.8112013,2364.567,21.06432,1.868545,46.88529,1651.742,29.33179,1,2017,31,961,29791
4880,46,-1.3282,2459.879,132.2726,2.739847,156.9145,4410.526,28.589,1,2016,46,2116,97336
4881,54,-0.4899868,829.1554,94.85895,2.828774,231.966,5058.759,39.48983,1,2016,54,2916,157464
4882,32,0.5052942,3955.393,147.2002,2.473766,185.275,4117.152,27.95193,1,2016,32,1024,32768
4883,52,-1.439885,478.4732,144.7564,4.581665,348.7157,5579.279,24.84191,1,2017,52,2704,140608
4884,47,0.6169656,1808.023,97.43919,3.598215,167.1886,3663.279,29.95814,1,2017,47,2209,103823
4885,86,0.7272162,755.0734,132.7298,2.96837,146.5625,3371.589,21.37867,1,2017,86,7396,636056
4886,38,0.5652958,6053.117,108.9302,3.590379,181.5064,3309.454,20.23013,1,2017,38,1444,54872
4887,42,-0.6669476,3305.5,152.4505,6.47593,241.2771,5633.087,33.49703,1,2016,42,1764,74088
4888,65,-0.8974989,523.5792,126.1581,6.72669,217.3598,4975.004,30.76065,1,2016,65,4225,274625
4889,37,0.159773,862.6275,124.8491,5.538146,181.8238,3759.047,29.70073,1,2017,37,1369,50653
4890,62,0.58297,2961.588,126.2946,2.483544,150.1812,4058.965,29.12789,1,2016,62,3844,238328
4891,29,-1.444469,7102.298,198.3385,6.656505,219.5356,3983.375,20.43554,1,2017,29,841,24389
4892,52,-2.172983,1392.25,119.3479,3.743504,197.103,4286.781,31.3635,1,2016,52,2704,140608
4893,62,1.785187,1930.298,192.7627,4.06242,222.9737,5253.829,29.48165,1,2017,62,3844,238328
4894,44,-0.1593042,400,151.8364,4.849757,208.925,4820.258,32.20422,1,2016,44,1936,85184
4895,26,0.3767306,6779.096,128.9352,2.515936,218.7035,4253.254,26.00472,1,2017,26,676,17576
4896,24,0.4275249,9076.204,80.59405,3.170589,77.37211,2342.566,25.27002,1,2017,24,576,13824
4897,54,-0.2147486,400,122.0869,4.254591,268.6396,5450.205,28.42856,1,2017,54,2916,157464
4898,53,1.397214,3586.552,144.6376,4.085793,344.5526,4443.372,19.76995,1,2017,53,2809,148877
4899,65,-0.8409988,2229.588,86.61955,2.677303,157.6725,2574.683,22.15204,1,2017,65,4225,274625
4900,30,0.7523339,8811.135,139.5616,1.336111,185.4793,4365.898,26.48706,1,2017,30,900,27000
4901,28,0.4218456,2503.115,129.5225,3.306771,229.4305,4349.651,26.47043,1,2017,28,784,21952
4902,38,0.7115744,2747.123,113.4107,2.122208,85.29998,2818.522,23.08589,1,2016,38,1444,54872
4903,43,-0.8334363,3792.538,84.39707,5.10869,229.2511,4815.482,29.10238,1,2016,43,1849,79507
4904,25,1.227608,3961.35,148.0508,2.958889,171.0948,4537.282,27.51414,1,2017,25,625,15625
4905,27,0.3228753,8258.25,125.6857,1.865444,171.2769,4088.786,24.10492,1,2016,27,729,19683
4906,60,0.7673946,552.9157,116.7842,4.30623,270.091,5728.777,29.69705,1,2016,60,3600,216000
4907,25,-1.337585,5830.35,95.46268,2.877953,116.5951,3671.794,29.87107,1,2017,25,625,15625
4908,64,-0.03146865,400,94.20006,2.011013,132.7266,2437.582,26.6649,1,2016,64,4096,262144
4909,79,0.4051678,400,83.9151,5.466261,201.3549,4023.048,27.97985,1,2016,79,6241,493039
4910,50,-0.5402393,603.1838,121.1608,4.7813,239.2136,4765.274,27.81141,1,2016,50,2500,125000
4911,48,-0.1069702,2926.587,118.2792,3.245898,128.2952,3899.312,26.45718,1,2016,48,2304,110592
4912,29,0.5327739,2615.318,243.1673,5.942131,309.9753,6804.775,27.27209,1,2017,29,841,24389
4913,56,0.6151132,1458.503,151.1061,5.538146,288.6151,5477.26,26.40558,1,2017,56,3136,175616
4914,42,0.07459431,3846.487,115.5991,2.741735,161.7388,4333.322,28.603,1,2016,42,1764,74088
4915,44,1.047137,482.4091,105.7509,6.228625,287.544,5763.428,38.33131,1,2016,44,1936,85184
4916,20,0.5483873,3909.071,163.3676,5.550384,242.1626,6229.692,32.31231,1,2016,20,400,8000
4917,44,-0.3134583,451.7541,169.9571,4.77609,340.5012,6782.017,30.73372,1,2016,44,1936,85184
4918,44,-2.223291,1548.846,114.6036,4.506962,260.8543,5340.448,29.90166,1,2017,44,1936,85184
4919,63,1.172581,400,110.1929,3.811589,139.9074,4535.363,38.53092,1,2017,63,3969,250047
4920,44,-1.147874,3021.364,136.4083,5.092777,320.5663,5737.445,25.82333,1,2017,44,1936,85184
4921,69,-1.50045,405.2545,134.0602,5.284268,132.9466,4551.657,38.41091,1,2016,69,4761,328509
4922,65,0.3264701,1488.481,108.1708,3.615794,189.7672,4356.776,30.51326,1,2016,65,4225,274625
4923,73,-2.159333,400,196.6872,4.783923,314.7036,7434.629,28.02506,1,2017,73,5329,389017
4924,74,1.917522,400,100.191,6.458119,227.6854,4837.05,29.16642,1,2017,74,5476,405224
4925,27,-1.542344,8839.966,120.0664,3.224187,151.1995,3373.71,22.9979,1,2017,27,729,19683
4926,59,-0.3062106,1933.173,46.5754,2.269733,128.2952,2978.575,29.84404,1,2016,59,3481,205379
4927,25,2.351323,3214.06,178.881,5.630214,362.6136,7133.795,32.4242,1,2017,25,625,15625
4928,27,-0.1285476,3922.21,232.2999,6.476406,354.6597,6588.124,23.24657,1,2017,27,729,19683
4929,39,1.932579,3388.649,74.0197,1.864323,75.20612,2851.452,26.87432,1,2016,39,1521,59319
4930,76,0.05446203,404.6095,124.019,3.702094,124.8921,2178.965,20.86222,1,2016,76,5776,438976
4931,62,0.2593184,1897.077,117.3335,3.85951,109.9423,2814.035,21.49777,1,2016,62,3844,238328
